deployment_waterbody,location_description,lease,status,deployment,retrieval,duration,logger_latitude,logger_longitude,logger_model,serial,sensor_depth,sounding,datum,mount_type,acoustic_release,surface_buoy,deployment_attendant,retrieval_attendant,comments,deployment_waypoint,retrieval_waypoint,retrieval_latitude,retrieval_longitude,sensor_voltage_deployed,sensor_voltage_retrieved,vessel_sounder_offset_transponder_depth,verified_measurement_below_origin_first_sensor_under_float,tide_correction,rising_or_falling,height_of_vr_2_ar_base_off_bottom,time_of_deployment,photos_taken,anchor_type,float_type,distance_from_top_of_float_to_origin_first_sensor,deployment_time,retrieval_time,dist_to_shore,substrate,deployment_notes,retrieval_notes,configuration,mooring_type,data_processor_notes,data_handler_notes,lease_maybe,latitude_maybe,longitude_maybe,depth_maybe,depth_of_water_m,15,secondary_float_type,distance_from_top_of_float_to_origin_first_sensor_1
Arichat Harbour,Kavanagh Point,0716,Retrived,2020-12-03,2021-09-15,286,45.498284,-61.019301,HOBO Pro V2,20763565,10,17.7,WGS84,Sub Surface Buoy,Y,N,"Jamie Warford, Timothy Dada, Michelle Plamondon","Michelle Plamondon, Betty Roethlisberger, Jaime Warford",NA,NA,NA,NA,NA,3.46,NA,NA,10.3,0.8500000000000001,falling,1.05,1899-12-31 12:10:00,Y,Steel chains,Vinyl float,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrived,2020-12-03,2021-09-15,286,45.498284,-61.019301,VR2AR,549342,15,17.7,WGS84,Sub Surface Buoy,Y,N,"Jamie Warford, Timothy Dada, Michelle Plamondon","Michelle Plamondon, Betty Roethlisberger, Jaime Warford",replaced VR2 548042,NA,NA,NA,NA,3.32,NA,NA,15.3,0.8500000000000001,falling,1.05,1899-12-31 12:10:00,Y,Steel chains,Vinyl float,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrieved,2021-09-15,2022-07-28,316,45.498167,-61.019255,HOBO Pro V2,20291447,2,17.1,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Jaime Warford","Michelle Plamondon, Betty Roethlisberger",2022-11-25: DD corrected Waterbody to Arichat Harbour,NA,NA,NA,NA,3.48,NA,NA,NA,0.7,"Mid tide, rising",1,1899-12-31 11:58:00,Y,"2, H beams",Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrieved,2021-09-15,2022-07-28,316,45.498167,-61.019255,aquaMeasure DOT,670378,5,17.1,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Jaime Warford","Michelle Plamondon, Betty Roethlisberger",NA,NA,NA,NA,NA,1.66,NA,NA,NA,0.7,"Mid tide, rising",1,1899-12-31 11:58:00,NA,"2, H beams",Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrieved,2021-09-15,2022-07-28,316,45.498167,-61.019255,HOBO Pro V2,20291430,10,17.1,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Jaime Warford","Michelle Plamondon, Betty Roethlisberger",NA,NA,NA,NA,NA,3.51,NA,NA,NA,0.7,"Mid tide, rising",1,1899-12-31 11:58:00,NA,"2, H beams",Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Retrieved,2021-09-15,2022-07-28,316,45.498167,-61.019255,VR2AR,549346,15,17.1,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Jaime Warford","Michelle Plamondon, Betty Roethlisberger",NA,NA,NA,NA,NA,3.28,NA,NA,NA,0.7,"Mid tide, rising",1,1899-12-31 11:58:00,NA,"2, H beams",Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,retrieved,2022-07-28,2023-07-06,343,45.498172,-61.019262,HOBO Pro V2,20820381,2,18.9,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger",betty and danny,NA,NA,NA,NA,NA,3.51,NA,NA,NA,0.4,Falling,1,1899-12-31 10:25:00,NA,"2, H-Beam",vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,retrieved,2022-07-28,2023-07-06,343,45.498172,-61.019262,AquaMeasure DOT,670356,5,18.9,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger",betty and danny,NA,NA,NA,NA,NA,1.6,NA,NA,NA,0.4,Falling,1,1899-12-31 10:25:00,NA,"2, H-Beam",vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,retrieved,2022-07-28,2023-07-06,343,45.498172,-61.019262,HOBO Pro V2,20291425,10,18.9,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger",betty and danny,NA,NA,NA,NA,NA,3.48,NA,NA,NA,0.4,Falling,1,1899-12-31 10:25:00,NA,"2, H-Beam",vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,retrieved,2022-07-28,2023-07-06,343,45.498172,-61.019262,VR2AR,547092,15,18.9,WGS84,Sub Surface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger",betty and danny,NA,NA,NA,NA,NA,3.36,NA,NA,NA,0.4,Falling,1,1899-12-31 10:25:00,NA,"2, H-Beam",vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Deployed,2023-07-06,NA,NA,45.498269,-61.019047,HOBO Pro V2,21444892,2,18,WGS84,Sub Surface Buoy,Y,NA,betty and danny,NA,NA,NA,NA,NA,NA,3.51,NA,NA,NA,1.6,rising,1,1899-12-31 09:42:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Deployed,2023-07-06,NA,NA,45.498269,-61.019047,AquaMeasure DOT,670354,5,18,WGS84,Sub Surface Buoy,Y,NA,betty and danny,NA,NA,NA,NA,NA,NA,1.66,NA,NA,NA,1.6,rising,1,1899-12-31 09:42:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Deployed,2023-07-06,NA,NA,45.498269,-61.019047,HOBO Pro V2,21082880,10,18,WGS84,Sub Surface Buoy,Y,NA,betty and danny,NA,NA,NA,NA,NA,NA,3.48,NA,NA,NA,1.6,rising,1,1899-12-31 09:42:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arichat Harbour,Kavanagh Point,0716,Deployed,2023-07-06,NA,NA,45.498269,-61.019047,VR2AR,547096,15,18,WGS84,Sub Surface Buoy,Y,NA,betty and danny,NA,NA,NA,NA,NA,NA,3.35,NA,NA,NA,1.6,rising,1,1899-12-31 09:42:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrencetown Beach,Lawrencetown Beach,NA,Deployed,2023-08-22,NA,NA,44.634323,-63.33721,HOBO Pro V2,21650149,2,10.1,WGS84,Sub-surface,Y,NA,"Mark, Michelle",NA,NA,NA,NA,NA,NA,3.51,NA,0.3,NA,NA,NA,1,1899-12-31 11:25:00,NA,Rotors,Viny,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrencetown Beach,Lawrencetown Beach,NA,Deployed,2023-08-22,NA,NA,44.634323,-63.33721,AquaMeasure DOT,670286,5,10.1,WGS84,Sub-surface,Y,NA,"Mark, Michelle",NA,NA,NA,NA,NA,NA,1.64,NA,3,NA,NA,NA,1,1899-12-31 11:25:00,NA,Rotors,Viny,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrencetown Beach,Lawrencetown Beach,NA,Deployed,2023-08-22,NA,NA,44.634323,-63.33721,VR2AR,548593,10,10.1,WGS84,Sub-surface,Y,NA,"Mark, Michelle",NA,NA,NA,NA,NA,NA,3.39,NA,0.3,NA,NA,NA,1,1899-12-31 11:25:00,NA,Rotors,Viny,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandy Bay,Lesser Hope Rock,NA,Deployed,2023-07-13,NA,NA,43.799374,-64.879024,Hobo Pro V2,21465809,2,15.7,NA,subsurface mooring,y,NA,Betty,NA,NA,NA,NA,NA,NA,3.51,NA,NA,NA,NA,NA,1,1899-12-31 10:40:00,y,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandy Bay,Lesser Hope Rock,NA,Deployed,2023-07-13,NA,NA,43.799374,-64.879024,aquameasure DOT,671307,5,15.7,NA,subsurface mooring,y,NA,Betty,NA,NA,NA,NA,NA,NA,1.65,NA,NA,NA,NA,NA,1,1899-12-31 10:40:00,y,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandy Bay,Lesser Hope Rock,NA,Deployed,2023-07-13,NA,NA,43.799374,-64.879024,Hobo Pro V2,21650142,10,15.7,NA,subsurface mooring,y,NA,Betty,NA,NA,NA,NA,NA,NA,3.46,NA,NA,NA,NA,NA,1,1899-12-31 10:40:00,y,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandy Bay,Lesser Hope Rock,NA,Deployed,2023-07-13,NA,NA,43.799374,-64.879024,VR2AR,551263,15,15.7,NA,subsurface mooring,y,NA,Betty,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,1,1899-12-31 10:40:00,y,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bras d'Or Lakes,Little Bras d'Or Channel,NA,Retrieved,2016-09-13,2018-05-30,625,46.2962606,-60.2876892,HOBO_Pro_V2,10034844,8,9,NA,NA,NA,NA,Bruce Hatcher,"Bruce Hatcher, Toby Balch",near entrance at Alder Point,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rounded depth, fixed station name",NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Lost,2020-08-19,2021-08-13,359,43.7169,-65.008796,HOBO Pro V2,20820366,2,12.7,WGS84,Subsurface Buoy,Y,N,"Danny Rowe, Timothy Dada, Michelle Plamondon, Joe Erly",NA,HOBO 20820366 and AmDOT 670355 missing upon retrieval; 2021-12-10: DD corrected Waterbody,NA,NA,NA,NA,3.54,NA,0.3,NA,NA,NA,NA,1899-12-31 16:00:00,Y,two chains,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Lost,2020-08-19,2021-08-13,359,43.7169,-65.008796,aquaMeasure DOT,670355,5,12.7,WGS84,Subsurface Buoy,Y,N,"Danny Rowe, Timothy Dada, Michelle Plamondon, Joe Erly",NA,HOBO 20820366 and AmDOT 670355 missing upon retrieval,NA,NA,NA,NA,1.66,NA,0.3,NA,NA,NA,NA,1899-12-31 16:00:00,Y,two chains,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Retrieved,2020-08-19,2021-08-13,359,43.7169,-65.008796,HOBO Pro V2,20820323,8,12.7,WGS84,Subsurface Buoy,Y,N,"Danny Rowe, Timothy Dada, Michelle Plamondon, Joe Erly",NA,HOBO 20820366 and AmDOT 670355 missing upon retrieval,NA,NA,NA,NA,3.51,NA,0.3,NA,NA,NA,NA,1899-12-31 16:00:00,Y,two chains,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Retrieved,2020-08-19,2021-08-13,359,43.7169,-65.008796,VR2AR,548044,10,12.7,WGS84,Subsurface Buoy,Y,N,"Danny Rowe, Timothy Dada, Michelle Plamondon, Joe Erly",NA,HOBO 20820366 and AmDOT 670355 missing upon retrieval,NA,NA,NA,NA,3.31,NA,0.3,NA,NA,NA,NA,1899-12-31 16:00:00,Y,two chains,vinyl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Retrieved,2021-08-13,2022-08-11,363,43.715788,-65.008349,HOBO Pro V2,20820350,2,16.7,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Mark Decker","Betty, Danny, Esha",Replaced 20820366,NA,NA,NA,NA,3.51,NA,0.3,NA,2,Falling,1,1899-12-31 14:14:00,Y,"2, H Beams",Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fixed Longitude,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Retrieved,2021-08-13,2022-08-11,363,43.715788,-65.008349,aquaMeasure DOT,671015,5,16.7,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Mark Decker","Betty, Danny, Esha",Replaced 670355,NA,NA,NA,NA,1.66,NA,0.3,NA,2,Falling,1,1899-12-31 14:14:00,Y,"2, H Beams",Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fixed Longitude,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Retrieved,2021-08-13,2022-08-11,363,43.715788,-65.008349,HOBO Pro V2,10817410,8,16.7,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Mark Decker","Betty, Danny, Esha",Replaced 20820323,NA,NA,NA,NA,3.51,NA,0.3,NA,2,Falling,1,1899-12-31 14:14:00,Y,"2, H Beams",Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fixed Longitude,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Retrieved,2021-08-13,2022-08-11,363,43.715788,-65.008349,VR2AR,547096,10,16.7,WGS84,Subsurface Buoy,Y,N,"Michelle Plamondon, Betty Roethlisberger, Mark Decker","Betty, Danny, Esha",Replaced 548044,NA,NA,NA,NA,3.38,NA,0.3,NA,2,Falling,1,1899-12-31 14:14:00,Y,"2, H Beams",Viny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fixed Longitude,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,retrieved,2022-08-11,2023-07-13,336,43.715818,-65.008308,HOBO Pro V2,20291480,2,16.5,WGS84,NA,Y,N,"Betty, Esha, Danny",betty,replcaed 20820350; 2024-03-11: dd corrected longitude,NA,NA,NA,NA,3.48,NA,0.3,NA,0.4,Falling,1,1899-12-31 09:11:00,Y,2 big chains,Vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,Fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,lost,2022-08-11,2023-07-13,336,43.715818,-65.008308,aquaMeasure DOT,671189,5,16.5,WGS84,NA,Y,N,"Betty, Esha, Danny",betty,replaced 671015; missing on retrieval; 2024-03-11: dd corrected longitude,NA,NA,NA,NA,1.65,NA,0.3,NA,0.4,Falling,1,1899-12-31 09:11:00,Y,2 big chains,Vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,Fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,retrieved,2022-08-11,2023-07-13,336,43.715818,-65.008308,HOBO Pro V2,20495212,8,16.5,WGS84,NA,Y,N,"Betty, Esha, Danny",betty,replaced 10817410; 2024-03-11: dd corrected longitude,NA,NA,NA,NA,3.54,NA,0.3,NA,0.4,Falling,1,1899-12-31 09:11:00,Y,2 big chains,Vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,Fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,retrieved,2022-08-11,2023-07-13,336,43.715818,-65.008308,VR2AR,547110,10,16.5,WGS84,NA,Y,N,"Betty, Esha, Danny",betty,replaced 547096; 2024-03-11: dd corrected longitude,NA,NA,NA,NA,3.32,NA,0.3,NA,0.4,Falling,1,1899-12-31 09:11:00,Y,2 big chains,Vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,Fixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Deployed,2023-07-13,NA,NA,43.715564,-65.0085347,HOBO Pro V2,21444891,2,15.2,WGS84,Subsurface Buoy,Y,NA,betty,NA,NA,NA,NA,NA,NA,3.48,NA,NA,NA,NA,NA,1,1899-12-31 12:04:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Deployed,2023-07-13,NA,NA,43.715564,-65.0085347,aquaMeasure DOT,671135,5,15.2,WGS84,Subsurface Buoy,Y,NA,betty,NA,NA,NA,NA,NA,NA,1.63,NA,NA,NA,NA,NA,1,1899-12-31 12:04:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Deployed,2023-07-13,NA,NA,43.715564,-65.0085347,HOBO Pro V2,21414848,8,15.2,WGS84,Subsurface Buoy,Y,NA,betty,NA,NA,NA,NA,NA,NA,3.54,NA,NA,NA,NA,NA,1,1899-12-31 12:04:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Harbour,Little Harbour,NA,Deployed,2023-07-13,NA,NA,43.715564,-65.0085347,VR2AR,548558,10,15.2,WGS84,Subsurface Buoy,Y,NA,betty,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,1,1899-12-31 12:04:00,NA,7 rotors,vinyl,NA,NA,NA,NA,NA,NA,NA,sub-surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Narrows,Little Narrows Ferry,NA,Retrieved,2023-09-26,2024-02-18,145,45.9926412810599,-60.9852345347975,aquaMeasure DOT,671309,1,43,WGS84,ferry,N,N,Bruce Hatcher,Bruce Hatcher,"attached to ferry, removed due to ice buildup. Coordinates approximate - ferry is moving",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,surface buoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bras d'Or Lakes,Little Narrows N,NA,Retrieved,2016-09-20,2018-05-31,618,45.9989801,-60.974338,HOBO_Pro_V2,10755265,11,13,NA,NA,NA,NA,Bruce Hatcher,"Bruce Hatcher, Toby Balch",near Gypsum wharf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rounded depth,NA,NA,NA,NA,NA,NA,NA,NA
Bras d'Or Lakes,Little Narrows S,NA,Retrieved,2016-09-20,2018-05-31,618,45.9864085,-60.9902771,HOBO_Pro_V2,10755214,13,14,NA,NA,NA,NA,Bruce Hatcher,"Bruce Hatcher, Toby Balch","at far NE end of the Bay, near channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rounded depth,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2018-02-20,2018-04-25,64,44.43509,-64.25171,aquaMeasure_DOT,670295,2,NA,NA,NA,Y,NA,"Todd Mosher, Matt King","David Cook, Todd Mosher, Toby Balch, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2018-02-20,2018-04-25,64,44.43509,-64.25171,aquaMeasure_DOT,670296,5,NA,NA,NA,Y,NA,"Todd Mosher, Matt King","David Cook, Todd Mosher, Toby Balch, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2018-02-20,2018-04-25,64,44.43509,-64.25171,HOBO_Pro_V2,10777109,10,NA,NA,NA,Y,NA,"Todd Mosher, Matt King","David Cook, Todd Mosher, Toby Balch, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2018-02-20,2018-04-25,64,44.43509,-64.25171,HOBO_Pro_V2,10777103,15,NA,NA,NA,Y,NA,"Todd Mosher, Matt King","David Cook, Todd Mosher, Toby Balch, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2018-02-20,2018-04-25,64,44.43509,-64.25171,HOBO_Pro_V2,10194920,20,NA,NA,NA,Y,NA,"Todd Mosher, Matt King","David Cook, Todd Mosher, Toby Balch, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2018-02-20,2018-04-25,64,44.43509,-64.25171,VR2AR,547088,25,NA,NA,NA,Y,NA,"Todd Mosher, Matt King","David Cook, Todd Mosher, Toby Balch, Josh Hatt",CMAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2019-11-17,2020-11-09,358,44.43732,-64.25055,HOBO Pro V2,10755230,2,29.19,WGS84,Sub-Surface Buoy,Y,N,M. Hatcher/ S. Hatcher,"Timothy Dada, Michelle Plamondon, Karen Campbell","old name of the Hobo was ""1M"". Changed it to the convention of serial number: 10755230",190,NA,NA,NA,NA,NA,0.3,0,2.05,falling,1.36,1899-12-31 15:32:34,yes,3 chains,viny,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2019-11-17,2020-11-09,358,44.43732,-64.25055,aquaMeasure DOT,670379,5,29.19,WGS84,Sub-Surface Buoy,Y,N,M. Hatcher/ S. Hatcher,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,190,NA,NA,NA,1.64,NA,0.3,3.01,2.05,falling,1.36,1899-12-31 15:32:34,yes,3 chains,viny,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2019-11-17,2020-11-09,358,44.43732,-64.25055,HOBO Pro V2,20291422,10,29.19,WGS84,Sub Surface Buoy,Y,N,M. Hatcher/ S. Hatcher,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,190,NA,NA,NA,NA,NA,0.3,8.01,2.05,falling,1.36,1899-12-31 15:32:34,yes,3 chains,viny,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2019-11-17,2020-11-09,358,44.43732,-64.25055,HOBO Pro V2,20291450,15,29.19,WGS84,Sub Surface Buoy,Y,N,M. Hatcher/ S. Hatcher,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,190,NA,NA,NA,NA,NA,0.3,13.02,2.05,falling,1.36,1899-12-31 15:32:34,yes,3 chains,viny,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2019-11-17,2020-11-09,358,44.43732,-64.25055,HOBO Pro V2,20291485,20,29.19,WGS84,Sub Surface Buoy,Y,N,M. Hatcher/ S. Hatcher,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,190,NA,NA,NA,NA,NA,0.3,18.06,2.05,falling,1.36,1899-12-31 15:32:34,yes,3 chains,viny,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2019-11-17,2020-11-09,358,44.43732,-64.25055,VR2AR,547091,25,29.19,WGS84,Sub-Surface Buoy,Y,N,M. Hatcher/ S. Hatcher,"Timothy Dada, Michelle Plamondon, Karen Campbell",NA,190,NA,NA,NA,3.47,NA,0.3,24.08,2.05,falling,1.36,1899-12-31 15:32:34,yes,3 chains,viny,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahone Bay,Little Rafuse Island,NA,Retrieved,2020-11-09,2021-05-20,192,44.437286,-64.250491,HOBO Pro V2,10755230,2,28,NA,Sub-Surface Buoy,Y,N,"Timothy Dada, Michelle Plamondon, Karen Campbell","Mark, Michelle, Betty, Brett",NA,NA,NA,NA,NA,3.46,NA,0.3,0,1.2,+,1.36,1899-12-31 11:16:00,yes,2 large steel chains,viny,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
